Historic Walk of Blackheath,"Meet: Sat/Sun 11am outside Hare & Billet public house, Hare & Billet Road, SE3 0RB, London, England",/building/20267
HM Treasury,"1 Horse Guards Road, SW1A 2HQ, London, England",/building/3720
Hogarth's House,"Hogarth Lane, Great West Road, W4 2QN, London, England",/building/2314
Home House,"19, 20 & 21 Portman Square, W1H 6LW, London, England",/building/4093
Honeywood,"Honeywood Walk, Carshalton, SM5 3NX, London, England",/building/16463
Hopkins Architects' Office,"27 Broadley Terrace, NW1 6LG, London, England",/building/1041
Horizons Education and Achievement Centre for Care Leavers,"15 Cherington Road, Hanwell, W7 3HL, London, England",/building/16978
Horniman Museum and Gardens,"100 London Road, SE23 3PQ, London, England",/building/16170
Hornsey Town Hall,"The Broadway, N8 9JJ, London, England",/building/2128
Horse Guards,"Whitehall, SW1A 2AX, London, England",/building/1396
Hounslow Open House Guided Cycle Tour,"Meet: Sat 12.45pm at Brentford Market Place, TW8 8LB, London, England",/building/19609
House Mill,"Three Mills Lane, E3 3DU, London, England",/building/2691
House of Antoni & Alison,"80 Southwark Bridge Road, SE1 0AS, London, England",/building/16888
Hugh Myddelton Primary School,"Myddelton Street, EC1R 1YJ, London, England",/building/17901
Hult International Business School,"35 Commercial Road, E1 1LD, London, England",/building/20212
ICE Engineering Highlights Cycle Tour of the Queen Elizabeth Olympic Park,"Meet: Sun 2pm outside the Timber Lodge Caf�, Honour Lea Avenue, Queen Elizabeth Olympic Park, E20 3BB, London, England",/building/18594
Ilford War Memorial Hall,"Ilford War Memorial Gardens, Eastern Avenue, Newbury Park, IG2 7RJ, London, England",/building/17041
Impact Hub King's Cross,"Impact Hub King's Cross, 34B York Way, N1 9AB, London, England",/building/19754
Inner Temple,"Crown Office Row, EC4Y 7HL, London, England",/building/3769
Institut francais du Royaume-Uni,"17 Queensberry Place, SW7 2DT, London, England",/building/3966
InterContinental The O2,"1 Waterview Drive, SE10 0TW, London, England",/building/20348
Ironmonger Row Baths,"1 Norman Street, EC1V 3AA, London, England",/building/17027
Isis Education Centre at The LookOut,"Hyde Park (north of the Serpentine, south-west of Speaker's Corner), W2 2UH, London, England",/building/18740
Islington Penthouse,"Flat 4, 15 Highbury Crescent, N5 1RS, London, England",/building/20138
Italian Cultural Institute,"39 Belgrave Square, SW1X 8NX, London, England",/building/4986
Jerwood Space,"171 Union Street, SE1 0LN, London, England",/building/4853
Jestico and Whiles,"1 Cobourg Street, NW1 2HP, London, England",/building/3730
JW3-Jewish Community Centre London,"341-351 Finchley Road,, NW3 6ET, London, England",/building/18348
Kelmscott School,"245 Markhouse Road, E17 8DN, London, England",/building/18634
Kempton Great Engines Trust,"Kempton Park Water Treatment Works, Snakey Lane, Hanworth, TW13 7ND, London, England",/building/18522
Kensington Palace,"Kensington Palace, W8 4PX, London, England",/building/1295
Kenton Library,"Kenton Lane, Kenton, HA3 8UJ, London, England",/building/20334
Kew House,"10 Cambridge Road, Kew, TW9 3JB, London, England",/building/19249
Kilmorey Mausoleum,"275 St Margaret's Road (opposite Ailsa Tavern), TW1 1NJ, London, England",/building/3728
King George V Pumping Station,"Swan & Pike Road, Enfield EN3 6JH, EN3 6JH., London, England",/building/2374
"King's College London, Strand Campus","The Strand, WC2R 2LS, London, England",/building/15458
"King's College London, The Maughan Library","Chancery Lane, WC2A 1LR, London, England",/building/1545
King's Cross Area Guided Walk,"Meet: Sat 11am on the corner of Pancras Road and King's Boulevard (pedestrianised),, N1C 4TB, London, England",/building/19641
King's Cross Public Realm,"Western Transit Shed, 11 Stable Street, N1C 4AB, London, England",/building/1553
Kings Place,"90 York Way, N1 9AG, London, England",/building/16854
Kingsland Basin Moorings (CHUG),"Kingsland Basin Moorings (via towpath), N1 5BB, London, England",/building/18470
Kingsley Hall,"Powis Road, off Bruce Road, E3 3HJ, London, England",/building/15799
Kingswood House,"Seeley Drive (by car approach only from Kingswood Drive), Kingswood Estate, SE21 8QN, London, England",/building/4075
Ladywell Fields,"Meet: Sat 11am at northern entrance of Ladywell Fields, Ladywell Road, SE13 7XB, London, England",/building/18575
Lambeth Palace,"Lambeth Palace Road, SE1 7JU, London, England",/building/1516
Lamb's Cottage,"Church Street, N9 9DY, London, England",/building/3915
LAMDA (The London Academy of Music & Dramatic Art),"155 Talgarth Road, W14 9DA, London, England",/building/14992
Langdon Down Centre,"2a Langdon Park, TW11 9PS, London, England",/building/1898
Langtons House,"Billet Lane, Hornchurch, RM11 1XJ, London, England",/building/3483
Lauriston School,"Rutland Road, E9 7JS, London, England",/building/18178
Lawdale Primary School Community House,"Mansford Street, E2 6LS, London, England",/building/20414
Lea Valley Velodrome,"Queen Elizabeth Olympic Park, Abercrombie Road, E20 3AB, London, England",/building/19180
Lee Valley Athletics Centre,"Lee Valley Leisure Complex, 61 Meridian Way, Picketts Lock N9 0AS, N9 0AR, London, England",/building/16921
Lego Play Corner,"Rogers Stirk Harbour   Partners, Thames Wharf Studios, Rainville Road, W6 9HA, London, England",/building/20458
Leicester Square,"Meet: Sun 11am at Leicester Square Gardens, WC2H 7NA, London, England",/building/19008
Leighton House Museum,"12 Holland Park Road, W14 8LZ, London, England",/building/1794
Levitt Bernstein Studio,"1 Kingsland Passage, E8 2BB, London, England",/building/18609
Leytonstone Library,"6 Church Lane Leytonstone, E11 1HG, London, England",/building/18172
Limehouse Town Hall,"646 Commercial Road, E14 7HA, London, England",/building/15925
Lindsey House,"100 Cheyne Walk SW10 0DQ, SW10�0DQ, London, England",/building/1599
Little Holland House,"40 Beeches Avenue, Carshalton, SM5 3LW, London, England",/building/16229
Lloyd's Register Group,"71 Fenchurch Street, EC3M 4BS, London, England",/building/4131
London Bridge Station redevelopment,"Thameslink Programme Visitor Suite, 30-32 Tooley Street, SE1 2SZ, London, England",/building/-1640
London Buddhist Centre,"51 Roman Road�, E2 0HU, London, England",/building/19401
London Designer Outlet,"Meet: Next to TGI Fridays, Wembley Park Blvd, Wembley, HA9 0QL, London, England",/building/20392
London Dock - Pennington Street Warehouses,"Pennington Street Warehouse, Pennington Street, E1W 2AD, London, England",/building/20438
"London Fire Brigade Museum, Winchester House","94 Southwark Bridge Road, SE1 0EG, London, England",/building/3315
London Mathematical Society,"De Morgan House, 57-58 Russell Square, WC1B 4HS, London, England",/building/18280
London Museum of Water & Steam,"Green Dragon Lane, Brentford, TW8 0EN, London, England",/building/8349
London School of Economics: Saw Swee Hock Student Centre,"1 Sheffield Street, WC2A 2AP, London, England",/building/19738
London School of Hygiene & Tropical Medicine,"Keppel Street, WC1E 7HT, London, England",/building/14878
London Underground - Bakerloo Tour,"Meet: Queen's Park Station, NW6 6NL, London, England",/building/20323
London's Engineering Heritage: ICE boat tours,"Departs: Sat 11am & 1pm from Festival Pier, SE1 8XZ, London, England",/building/18589
Loth House,"1 Cliff Road, NW1 9AJ, London, England",/building/4699
LSBU Clarence Centre for Enterprise and Innovation,"6 St George's Circus, SE1 6FE, London, England",/building/19752
"Lullaby Factory, Great Ormond Street Hospital for Children","Great Ormond Street, WC1N 3JH, London, England",/building/19282
Lumley Chapel,"St Dunstan's Churchyard, Church Road, Cheam, SM3 8QH, London, England",/building/16233
Maggie's Centre,"Charing Cross Hospital, Fulham Palace Road, W6 8RF, London, England",/building/16900
"Manor Farm Site, Manor House","St Martins Approach, Ruislip HA4 8BD, HA4 7QD, London, England",/building/18055
Manor House Gardens Ice House,"Manor House Gardens (Old Road), SE13 5SY, London, England",/building/4839
Mansion House,"Walbrook, EC4N 8BH, London, England",/building/2390
Many Ways to Sit: The Social Dynamics of Gordon Square,"Meet: Sat 10.30am next to the big TV screen, General Gordon Square, SE18 6HX, London, England",/building/20344
Markfield Beam Engine and House,"Markfield Road, N15 4RB, London, England",/building/2578
Marlborough House,"Pall Mall, SW1Y 5HX, London, England",/building/3191
Marx Memorial Library,"37a Clerkenwell Green, EC1R 0DU, London, England",/building/1911
"Masonic Temple, Andaz Liverpool Street (former Great Eastern Hotel)","Entrance on Bishopsgate, EC2M 7QN, London, England",/building/4687
McCann London Offices,"7-11 Herbrand Street, WC1N 1EX, London, England",/building/3088
Merchant Square Footbridge,"Harbet Road, W2 1JS, London, England",/building/19171
Methodist Central Hall Westminster,"Storey's Gate, SW1H 9NH, London, England",/building/3457
Middle Temple,"Middle Temple Lane, EC4Y 9BT, London, England",/building/3770
Middlesex University - Hendon Campus,"The Burroughs, Hendon, NW4 4BT, London, England",/building/18511
Millfield Arts Centre,"Silver Street, N18 1PJ, London, England",/building/2134
Mint Street,"Meeting point: corner of Coventry Road and Witan Street, E2 6JL, London, England",/building/19653
Miranda House,"58 Grafton Way, London, W1T 5DL, London, England",/building/20282
Mitcham Cricket Club Pavilion,"4 Cricket Green, Mitcham, CR4 4LA, London, England",/building/18469
Mitcham Methodist Church,"Cricket Green, Mitcham, CR4 4LB, London, England",/building/18969
Modernism in Metroland,"Meet: Sat 10am and 2pm outside Stanmore tube station, London Road, Stanmore, HA7 4PD, London, England",/building/20415
Montpelier Community Nursery,"115 Brecknock Road, N19 5AH, London, England",/building/19432
Morden Hall Park,"Morden Hall Road, Morden, SM4 5JD, London, England",/building/16965
Morelands (AHMM offices),"Morelands 5-12 Old Street, EC1V 9HL, London, England",/building/19902
Mountsfield Park Community Gardens,"Meet: Sat 1.30pm at Stainton Road entrance to Mountsfield Park, SE16 1AD, London, England",/building/20432
Muswell Hill Everyman,"Fortis Green Road, N10 3HP, London, England",/building/2933
Muswell Hill Walk,"Meet: Sat 2pm beside Muswell Hill Library, Queen's Avenue, N10 3PE, London, England",/building/3083
Myddelton House,"Bulls Cross, Enfield, EN2 9HG, London, England",/building/2146
N17 Design Studio,"451-453 Tottenham High Road, N17 6QH, London, England",/building/20363
National Liberal Club,"1 Whitehall Place, SW1A 2HE, London, England",/building/3985
National Tennis Centre Sports Canopy,"100 Priory Lane, Roehampton, SW15 5JQ, London, England",/building/17033
National Theatre,"South Bank, SE1 9PX, London, England",/building/1393
New Covent Garden Flower Market Tour,"Meet: Sat 7.30am New Covent Garden Market, Nine Elms Lane, SW8 5NA, London, England",/building/20017
New Horizon Youth Centre,"68 Chalton Street, NW1 1JR, London, England",/building/17986
"New Studios, Wimbledon College of Arts","Merton Hall Road, SW19 3QA, London, England",/building/20243
New West End Synagogue,"St Petersburgh Place, W2 4JT, London, England",/building/4779
New Wimbledon Theatre,"93 The Broadway, SW19 1QG, London, England",/building/3452
Nightingale Lane,"131 Nightingale Lane, SW12 8NE, London, England",/building/20176
Nine Elms Walk,"Meet: Sat/Sun 1pm at Tea House Theatre, 139 Vauxhall Walk, Vauxhall Pleasure Gardens , for refreshments and introductory talk. Tour will begin at 2pm., SE11 5HL, London, England",/building/19231
Noel Park Estate Tour,"Meet: corner of Gladstone and Wood Green High Road, N22 6EH, London, England",/building/20361
Nonsuch Gallery and Service Wing at Nonsuch Mansion,"Nonsuch Park, Ewell Road, Cheam, SM3 8AP, London, England",/building/16232
Northala Fields: A Recycled New Park,"Meet: Sat 11am at the Northala Fields Dolphin Road car park off A40, Kensington Road, UB5 6UR, London, England",/building/17754
Norwood Hall,"Khalsa Primary School, Norwood Green Road, Southall, UB2 4LA, London, England",/building/4092
NOW Gallery and The Gateway Pavilions,"The Gateway Pavilions, Peninsula Square, Greenwich Peninsula, SE10 0SQ, London, England",/building/20269
Nunhead Cemetery,"Linden Grove, SE15 3LP, London, England",/building/4073
"Oak Rooms, New River Head","New River Head, 173 Rosebery Avenue, EC1R 4UL, London, England",/building/2405
Old Ford Water Recycling Plant,"Dace Road E3 2NW (site can be accessed from the Greenway), E20 2ST, London, England",/building/19206
Old Operating Theatre Museum & Herb Garret,"9a St Thomas Street, SE1 9RY, London, England",/building/1501
"Old Palace, Croydon","Old Palace Road, Old Town, CR0 1AX, London, England",/building/17761
Old Royal Naval College - Admiral's House,"Main entry West Gate (King William Walk), or East Gate (Park Row) and Romney Road crossing. Entry also from pier via Cutty Sark Gardens, SE10 9NN, London, England",/building/18500
Old Royal Naval College - King William Court,"Main entry West Gate (King William Walk), or East Gate (Park Row) and Romney Road crossing. Entry also from pier via Cutty Sark Gardens, SE10 9NN, London, England",/building/14860
"Old Royal Naval College - Painted Hall, Chapel, Discover Greenwich","West Gate (King William Walk), or East Gate (Park Row) and Romney Road crossing. Entry from pier via Cutty Sark Gardens SE10 9LW, SE10 9NN, London, England",/building/8417
Old Royal Naval College - Queen Anne Court,"Main entry West Gate (King William Walk), or East Gate (Park Row) and Romney Road crossing. Entry also from pier via Cutty Sark Gardens, SE10 9NN, London, England",/building/4168
Old Royal Naval College - Queen Mary Court,"Main entry West Gate (King William Walk), or East Gate (Park Row) and Romney Road crossing. Entry also from pier via Cutty Sark Gardens, SE10 9NN, London, England",/building/4809
Old Vestry Offices,"22 The Town, Enfield, EN2 6LT, London, England",/building/-903
One Bishops Square,"One Bishops Square, E1 6AD, London, England",/building/16946
"One Canada Square, Canary Wharf Group Marketing Suite and Level 39","Meet: South Lobby, One Canada Square, E14 5AB, London, England",/building/15043
One Great George Street - Institution of Civil Engineers,"One Great George Street, SW1P 3AA, London, England",/building/3737
"Orleans House Gallery, Octagon Room and New Arts Education Centre","Riverside, TW1 3DJ, London, England",/building/3698
ORTUS,"82-96 Grove Lane, Denmark Hill, SE5 8SN, London, England",/building/19652
Osterley Park House,"Jersey Road, Isleworth, TW7 4RD, London, England",/building/4780
Our Lady's Convent High School,"6-16 Amhurst Park, N16 5AF, London, England",/building/19601
Oxford House in Bethnal Green,"Derbyshire Street, E2 6HG, London, England",/building/3904
Parish Church of St Andrew Enfield,"Market Place, Enfield, EN2 6LL, London, England",/building/2155
Parish Church of St Anne,"Kew Green, TW9 3AA, London, England",/building/18419
Passmore Edwards Library and Bath House,"Wells Way, SE5 0PX, London, England",/building/19495
Paul McAneary Architects' Office,"6 Flitcroft Street, WC2H 8DJ, London, England",/building/20201
Peabody Avenue,"Peabody Avenue, SW1V 4AT, London, England",/building/19005
Peckham Coal Line,"Copeland Park, 133 Rye Lane, SE15 4ST, London, England",/building/20295
Peckham Library,"122 Peckham Hill Street, SE15 5JR, London, England",/building/4826
Perronet House,"48 & 79 Perronet House, Princess Street (buzz flat 79 to enter), SE1 6JS, London, England",/building/18595
Peter Jones,"Sloane Square, SW1W 8EL, London, England",/building/15030
Phoenix Cinema,"52 High Road, N2 9PJ, London, England",/building/2686
Pimlico District Heating Undertaking (PDHU),"The Pumphouse, Churchill Gardens Road, SW1V 3JF, London, England",/building/18804
Pipers' City of London Model at The City Centre,"City of London's City Centre, within Guildhall Complex (entrance at 80 Basinghall Street, leading from Gresham Street), EC2V 5AR, London, England",/building/15049
Pitzhanger Manor House,"Walpole Park, Mattock Lane, W5 5EQ, London, England",/building/2372
Pollard Thomas Edwards,"Diespeker Wharf, 38 Graham Street, N1 8JX, London, England",/building/2342
Pop Brixton,"53 Brixton Station Road, SW9 8PQ, London, England",/building/20268
Pope's Grotto and Radnor House School,"Radnor House School, Pope's Villa, Cross Deep, TW1 4QG, London, England",/building/4821
Portcullis House,"Victoria Embankment, SW1A 0AA, London, England",/building/5020
Priory Green,"Hugh Cubitt House, 48 Collier Street, N1 9QZ, London, England",/building/15536
Priory Hospital North London,"Grovelands House, The Bourne, N14 6RA, London, England",/building/3537
Pullman Court,"Streatham Hill, SW2 4SZ, London, England",/building/4807
Pump House Gallery,"Battersea Park, SW11 4NJ, London, England",/building/14894
Quadruple 4-Cube Glass Room,"27 Telford Avenue, SW2 4XL, London, England",/building/20393
"Quaker Meeting House, Wanstead","Bush Road, E11 3AU, London, England",/building/15926
Queen Elizabeth's Hunting Lodge,"Rangers Road, Chingford, E4 7QH, London, England",/building/2296
Rachel McMillan Nursery School and Children's Centre,"McMillan Street, Deptford, SE8 3EH, London, England",/building/18385
Rainham Parish Church of St Helen and St Giles,"The Broadway, Rainham, RM13 9YW, London, England",/building/3498
Rambert,"99 Upper Ground,, SE1 9PP, London, England",/building/19427
Ravensbourne,"6 Penrose Way, Greenwich Peninsula, SE10 0EW, London, England",/building/4869
Raw House,"28 Anstey Road, SE15 4JY, London, England",/building/20193
Rayners Lane Station,"Alexandra Avenue, Harrow, HA5 5EG, London, England",/building/20399
"Redbridge Town Hall, Council Chamber","128-142 High Road, Ilford, IG1 1DD, London, England",/building/2854
Reform Club,"104 Pall Mall, SW1Y 5EW, London, England",/building/800
Regent High School,"Chalton Street, entrance opposite Cranleigh Street, NW1 1RX, London, England",/building/15673
Regent Street Cinema,"309 Regent Street, W1B 2UW, London, England",/building/20304
Restored Historic Almshouse at the Geffrye Museum,"Kingsland Road, E2 8EA, London, England",/building/2724
RIBA,"66 Portland Place, W1B 1AD, London, England",/building/1398
Richard Desmond Children's Eye Centre at Moorfields Eye Hospital,"3 Peerless Street, EC1V 9EZ, London, England",/building/16918
Richmond Green Walk,"Meet: Sat 2pm at Richmond station by the Visitor Information stand on upper concourse, TW9 2NA, London, England",/building/20459
Richmond Lock Building (Surrey Side),"The Towpath, Richmond, TW9 2QJ, London, England",/building/2770
Richmond Theatre,"The Green, Richmond, TW9 1QJ, London, England",/building/2413
"Richmond, the American International University in London","Richmond Hill Campus, Queen's Road, TW10 6JP, London, England",/building/18793
River Sculpture/Studio (Slice of Reality),"River Thames, off Thames Path, Meridian Gardens, nr Drawdock Road, Blackwall Point, Greenwich, SE10 0PH, London, England",/building/14955
Riverside Walk,"Meet: Outside Guildhall Art Gallery, Guildhall Yard, EC2V 5AE, London, England",/building/15962
Rivington Place,"Rivington Place, EC2A 3BA, London, England",/building/16898
Roca London Gallery,"Station Court, Townmead Road, SW6 2PY, London, England",/building/18681
Roe Green Village,"Meet: Sun 11am and 2.30pm at Village Green, Roe Lane NW9, opposite entrance to Roe End, London, England",/building/2873
"Roehampton University - Parkstead House, Whitelands College","Holybourne Avenue, SW15 4JD, London, England",/building/1924
Rogers Stirk Harbour   Partners,"Thames Wharf Studios, Rainville Road, W6 9HA, London, England",/building/2324
'Roman' Bath,"5 Strand Lane (access via Surrey Street steps), WC2R 2NA, London, England",/building/18096
Romanian Cultural Institute,"1 Belgrave Square, SW1X 8PH, London, England",/building/18289
Romford Town Hall,"Main Road, Romford, RM1 3BD, London, England",/building/3482
ROOM by Antony Gormley,"The Beaumont, Brown Hart Gardens, W1K 6TF, London, England",/building/20027
Roominaroom,"1 Narrow Street  (raised ground floor flat at far western end of Narrow Street). Doorbell in alleyway facing Limehouse Link tunnel entrance., E14 8DP, London, England",/building/18987
Royal Albert Hall,"Kensington Gore . Entry via door 12, SW7 2AP, London, England",/building/3908
"Royal Botanic Gardens, Kew: Herbarium, Library, Art and Archives","Royal Botanic Gardens, Kew, TW9 3AE, London, England",/building/15584
Royal College of General Practitioners,"30 Euston Square, NW1 2FB, London, England",/building/8494
Royal College of Nursing,"20 Cavendish Square, W1G 0RN, London, England",/building/19805
Royal College of Physicians,"11 St Andrew's Place, Regents Park, NW1 4LE, London, England",/building/916
Royal Courts of Justice,"Strand, WC2A 2LL, London, England",/building/814
"Royal Festival Hall, Southbank Centre","Belvedere Road, SE1 8XX, London, England",/building/915
Royal Geographical Society (with IBG),"1 Kensington Gore (Exhibition Road entrance), SW7 2AR, London, England",/building/3958
Royal Institution of Chartered Surveyors,"12 Great George Street, Parliament Square, SW1 3AD, London, England",/building/3959
Royal Liberty School (formerly Hare Hall),"Upper Brentwood Road, Gidea Park, Romford, RM2 6HJ, London, England",/building/3488
Royal Museums Greenwich: The Altazimuth Pavilion,"Royal Observatory, Greenwich Park, SE10 8XJ, London, England",/building/18043
Royal Over-Seas League,"Park Place, St James's Street, SW1A 1LR, London, England",/building/2304
Royal Road,"Enter using courtyard gate on Otto Street, SE17 3NR, London, England",/building/18672
Royal Small Arms Factory,"RSA Island Centre, 12 Island Centre Way, Enfield (off A1055 Mollison Avenue), EN3 6GS, London, England",/building/2730
Ruach City Church,"197-199 Kilburn High Road, NW6 7HY, London, England",/building/2318
Rudolf Steiner House,"35 Park Road, NW1 6XT, London, England",/building/3735
Ruskin Square on Site,"AMP House, Dingwall Road, Croydon, CR0 2LX, London, England",/building/20318
Russettings,"25 Worcester Road, Sutton, SM2 6PR, London, England",/building/17758
Sands Films Studios & Rotherhithe Picture Research Library,"82 St Marychurch Street, SE16 4HZ, London, England",/building/1810
Scale-up the City! at RIBA,"RIBA, 66 Portland Place, London,, W1B 1AD, London, England",/building/20446
Sculpture in the City 2015,"Meet: Sat 10am or 12noon at corner of 99 Bishopsgate and Wormwood Street, EC2M 3XF, London, England",/building/19612
Secret Victoria,"Meet: Portland House (opposite M&S), Cardinal Place, 76-98 Victoria Street, SW1E 5JD, London, England",/building/20440
Senate House,"University of London, Malet Street, WC1E 7HU, London, England",/building/909
Serpentine Gallery Pavilion,"Kensington Gardens, W2 3XA, London, England",/building/15755
Severndroog Castle,"Castle Wood, Shooters Hill, SE18 3RT, London, England",/building/3120
Shepherdess Walk,"100 Shepherdess Walk, N1 7JN, London, England",/building/20247
Shirley Windmill,"Postmill Close, Upper Shirley Road, Croydon, CR0 5DY, London, England",/building/15851
Silvertown,"Meet: Gate 7, Mill Road, E16 2BE, London, England",/building/20355
Siobhan Davies Studios,"85 St George's Road, SE1 6ER, London, England",/building/16337
Sir George Monoux College,"190 Chingford Road, E17 5AA, London, England",/building/597
Sir John Soane's Museum,"No.13 & 14 Lincoln's Inn Fields, WC2A 3BP, London, England",/building/4077
Sir Ludwig Guttmann Health and Wellbeing Centre,"40 Liberty Bridge Road, Olympic Park, E20 1AS, London, England",/building/19203
Sir Richard Burton's Mausoleum,"St Mary Magdalen's RC Church, 61 North Worple Way, Mortlake, SW14 8PR, London, England",/building/17952
Skidmore Owings & Merrill Studio - Broadgate Tower,"4th Floor, The Broadgate Tower, 20 Primrose Street, EC2A 2EW, London, England",/building/20079
Skinner-Trevino House,"67 Santos Road, SW18 1NT, London, England",/building/17955
Skyline Sketching at The Wellcome Trust,"Wellcome Trust, 215 Euston Road, NW1 2BE, London, England",/building/20448
Society for the Protection of Ancient Buildings (SPAB),"37 Spital Square, E1 6DY, London, England",/building/2739
Soho Green - Art Loo,"St Anne's Churchyard, Wardour Street, W1D 6BA, London, England",/building/18761
Somerset House,"Strand, WC2R 1LA, London, England",/building/1408
South East London Combined Heat & Power Energy Recovery Facility,"Landmann Way, off Surrey Canal Road, SE14 5RS, London, England",/building/15148
South London Botanical Institute,"323 Norwood Road, SE24 9AQ, London, England",/building/16225
Southwark Integrated Waste Management Facility,"43 Devon Street, off Old Kent Road, SE15 1JR, London, England",/building/18764
Spiral House,"19b Culverden Road, Balham, �, SW12 9LT, London, England",/building/20280
Sporting Club Thamesmead,"Bayliss Avenue, Thamesmead, SE28 8NJ, London, England",/building/19020
Spring Gardens,"Ennersdale Road, SE13 6JQ, London, England",/building/18221
Springbank,"81A Grove Park, SE5 8LE, London, England",/building/19899
St Barnabas Church,"St Barnabas Street, SW1W 8PF, London, England",/building/2850
"St Benet Fink, Tottenham","Walpole Road Tottenham, N17 6BH, London, England",/building/2875
St Bernard's Houses,"Meet: by OH banner, St Bernard's, Chichester Road, CR0 5UL, London, England",/building/17989
St Botolph Building,"138 Houndsditch, EC3A 7DH, London, England",/building/18067
St Bride Foundation,"Bride Lane, Fleet Street, EC4Y 8EQ, London, England",/building/-2343
St George's Bloomsbury,"Bloomsbury Way, WC1A 2SA, London, England",/building/14782
St John's Smith Square,"Smith Square, SW1P 3HA, London, England",/building/4761
St Jude on the Hill,"Central Square, NW11 7AH, London, England",/building/2382
"St Leonards Air Raid Shelter, East Sheen","Palmers Road, East Sheen, SW14 7NG, London, England",/building/19341
St Martin-in-the-Fields,"Trafalgar Square, WC2N 4JJ, London, England",/building/15344
"St Martin's Church, Ruislip","High Street, Ruislip, HA4 8DG, London, England",/building/3065
"St Martin's, Gospel Oak","Vicars Road, NW5 4NL, London, England",/building/4905
St Mary Magdalene,"Paradise Road, Richmond, TW9 1SN, London, England",/building/19353
St Mary Magdalene Church,"Windmill Hill, Enfield, EN2 8QH, London, England",/building/2577
St Mary Magdalene Church,"Church Lane, North Ockendon, Upminster, RM14 3QH, London, England",/building/3500
St Mary of Eton Church Mixed Use Development,"95 Eastway, Hackney Wick, E9 5JA, London, England",/building/20204
St Mary the Virgin,"Church Road, Manor Park, Little Ilford, E12 6HA, London, England",/building/4187
St Mary the Virgin Church,"Church Road, Hayes, UB3 2LY, London, England",/building/8431
"St Mary's Church, Battersea","Battersea Church Road, SW11 3NA, London, England",/building/3419
"St Mary's Church, Harefield","off Church Hill, Harefield, UB9 6DU, London, England",/building/2398
"St Mary's Church, Merton Park","Church Path, Merton Park, SW19 3HJ, London, England",/building/8347
St Mary's Convent,"10 The Butts, Brentford, TW8 8BQ, London, England",/building/8468
St Matthias Old Church - Community Centre,"113 Poplar High Street, E14 0AE, London, England",/building/3037
St Pancras Chambers and Clock Tower,"The Forecourt, St Pancras Station, Euston Road, NW1 2AR, London, England",/building/19686
St Pancras International,"Meet at special assistance meeting point (next to Starbucks) Euston Road, N1C 4QP, London, England",/building/17216
St Paul's Bow Common,"Cnr Burdett Rd/ St Paul's Way, E3 4AR, London, England",/building/3996
St Paul's Cathedral - Triforium Tour,"Access is via a registration desk in the Cathedral crypt (entry via north west crypt door), EC4M 8AD, London, England",/building/14852
St Paul's Old Ford,"St Paul's Church, St Stephen's Road, E3 5JL, London, England",/building/15535
St Peter & St Paul Harlington,"St Peter's Way, High Street, Harlington, UB3 5AB, London, England",/building/2842
Stanmore Place,"Sales & Marketing Suite, Monarch Court, Howard Road, Honeypot Lane, Stanmore, HA7 1BT, London, England",/building/20329
Stanton Williams,"36 Graham Street, N1 8GJ, London, England",/building/17025
Stapleton Hall Road,"66 Stapleton Hall Road N4 4QA, N4 4QA., London, England",/building/19955
Stationers' Hall,"Ave Maria Lane, London, EC4M 7DD, London, England",/building/1569
Stoke Newington School,"Clissold Road, N16 9EX, London, England",/building/17921
Stratford Circus,"Theatre Square, E15 1BX, London, England",/building/8278
Stratford Picture House,"Gerry Raffles Square, Salway Road E15 1BN, E15 1BX, London, England",/building/3875
Structurally Found,"All around the city, London, England",/building/20088
Studio McLeod,"320 Kilburn Lane, W9 3EF, London, England",/building/20186
Studionorth,"277 New North Road, N1 7AA, London, England",/building/18105
Style Council,"46 Barnes Avenue, SW13 9AB, London, England",/building/19919
Subterranean Light,"6 Gloucester Road, W5 4JB, London, England",/building/20327
Suburban Studio,"11 Second Avenue, Bush Hill Park, EN1 1BT, London, England",/building/18674
Sugarhouse Studios,"107 High Street Stratford, E15 2QQ, London, England",/building/19760
Sukkat Shalom Reform Synagogue,"1 Victory Road, Wanstead, E11 1UL, London, England",/building/3939
Sulgrave Gardens Passivhaus,"Sulgrave Gardens, W6 7RA, London, England",/building/19964
Swakeleys Estate,"Swakeleys Road, Ickenham (access from Milton Road) UB10 8LD, UB10 8NS, London, England",/building/2840
Swanlea School - Sixth Form Expansion,"31 Brady Street, E1 4SD, London, England",/building/1430
Swiss Cottage Library,"88 Avenue Road, NW3 3HA, London, England",/building/15170
Technical Skills Academy,"1 Short Blue Place, Barking, IG11 8FJ, London, England",/building/18975
Temple Inns of Court and Temple Church,"Middle Temple Lane, EC4Y 9BT, London, England",/building/20437
Thames Barrier & Information Centre,"1 Unity Way, SE18 5NJ, London, England",/building/15490
Thames Chase Forest Centre,"Broadfields, Pike Lane, Upminster, RM14 3NS, London, England",/building/16245
Thames River Police,"98 Wapping High Street, E1W 2NE, London, England",/building/15283
The Arc House & Lowlands Recreation Ground,"Lowlands Rec, Lowlands Road, Harrow-on-the-Hill, HA1 3GR, London, England",/building/20352
The Arcade,"Fontaine House, 196 Hoe Street, E17 4BF, London, England",/building/19933
The Boathouse at The Ice House Quarter (formerly The Granary),"80 Abbey Road, Barking, IG11 7BT, London, England",/building/18663
